Text,Prediction,Polarity,Subjectivity
"could this be california's worst year for drought?",['neutral'],-1.0,1.0
china students hold principal hostage in rare protest ,['neutral'],0.3,0.9
harry and meghan did not ask queen to use lilibet name - palace source ,['neutral'],0.0,0.0
south korean mayor apologises for almost falling for vaccine scam ,['hate.speech'],0.0,0.0
"how grief has united an israeli, and a palestinian mother ",['hate.speech'],-0.8,0.2
iraqis suffer as us-iran shadow war shifts gear ,['neutral'],0.0,0.0
does covid mean the end of hugging strangers? ,['hate.speech'],-0.3125,0.6875
'my paralympic dreams dashed by 1.5mm' ,['neutral'],0.0,0.0
have more young people had covid in indias second wave? ,['hate.speech'],0.19999999999999998,0.3
sushil kumar: the indian olympic legend accused of murder ,['hate.speech'],0.0,0.0
why covid has made it harder for young women to get jobs ,['neutral'],0.0,0.2
unbelievable super-group of whales caught on film ,['hate.speech'],-0.25,1.0
nicaragua arrests third possible challenger to daniel ortega ,['neutral'],0.0,0.5
young thai workers race to reopen deserted beaches ,['hate.speech'],0.1,0.4
russia complains to uefa over ukraine's 'political' euro 2020 jersey ,['hate.speech'],0.0,0.1
march through muslim quarter in jerusalem to go ahead ,['hate.speech'],0.0,0.0
tax details of us super-rich allegedly leaked ,['hate.speech'],-0.1,0.1
the us socialite who gave it all up to become a carmelite nun ,['hate.speech'],0.0,0.0
italy's plummeting birth rate worsened by pandemic ,['neutral'],0.0,0.0
travel: us eases travel rules for 61 countries - but not uk ,['neutral'],0.0,0.0
"""how can we look families in the eye and say 'islamophobia isn't real'?""prime minister justin trudeau decries isl ",['hate.speech'],0.2,0.30000000000000004
kamala harris under pressure to visit us-mexico border ,['hate.speech'],0.0,0.0
twitter ban in nigeria: can you be arrested for tweeting? ,['neutral'],0.0,0.0
"rt @bbcnews: us eases travel rules for 61 countries - but not uk",['neutral'],0.0,0.0
israel says gaza tower it destroyed was used by hamas to try to jam iron dome ,['hate.speech'],0.0,0.0
india coronavirus: what is the government's change to vaccine policy? ,['neutral'],0.0,0.0
french president macron slapped by person in crowd  ,['hate.speech'],0.0,0.0
us double eagle gold coin sold for record $18.9m ,['neutral'],0.0,0.0
kim's convenience stars decry 'racist' storylines and lack of diversity ,['hate.speech'],0.0,0.0
@bbcnews hartlepool council's leader deniesclaims from his own authority that monkey statue was to be given a sign ,['hate.speech'],0.27499999999999997,0.5
"rt @bbcnews: hollywood stars descends on yorkshire village for filming of new indiana jones movie",['hate.speech'],0.13636363636363635,0.45454545454545453
the bachelor host chris harrison stepping down permanently over racism row ,['neutral'],-0.15555555555555559,0.2888888888888889
"rt @bbcweather: this huge tornado was captured on camera in weld county, colorado, yesterday. the twister covered a path of around 14 miles",['hate.speech'],0.4000000000000001,0.9
australia under pressure to free refugee family detained on christmas island ,['neutral'],0.4,0.8
"rt @bbcnews: molly the labrador had a lucky escape after an accident which saw a one-metre-long stick penetrate her body, narrowly missing",['hate.speech'],0.06666666666666665,0.4416666666666667
"rt @bbcworld: three cars collapse into sinkhole in jerusalem hospital car park ",['hate.speech'],0.0,0.0
rt @bbcworld: the second wave of covid-19 ravaged india and experts believe the number of deaths in rural areas is much higher than officia,['neutral'],0.08333333333333333,0.16666666666666666
rt @bbcworld: more than 800 suspected criminals have been arrested worldwide after being tricked into using an fbi-run encrypted messaging,['neutral'],0.5,0.5
"rt @bbcnews: lahore police arrest man in connection with murder of london woman killed in pakistan",['hate.speech'],-0.125,0.0
rt @bbcnews: prince charles 'happy' after harry and meghan announce birth of baby girl ,['hate.speech'],0.8,1.0
"muslim family killed in canada's truck attack named",['hate.speech'],-0.2,0.0
"""we don't have anything to eat""residents in a district of ethiopia's tigray region say they are on the verge of s ",['hate.speech'],0.0,0.0
puffins return to calf of man after three decades ,['hate.speech'],0.0,0.0
apple pays millions in iphone-repair explicit photo case ,['neutral'],0.0,0.0
"us to set up new ""strike force"" to target ""unfair trade practices"" by competitors like china ",['neutral'],-0.18181818181818182,0.7272727272727273
gamemaker capcom accused of infringing artist's copyright in resident evil games ,['hate.speech'],-1.0,1.0
rt @bbcbreaking: un court rejects former bosnian serb commander ratko mladic's appeal against conviction for genocide ,['neutral'],0.0,0.0
president biden's administration moves to defend donald trump in rape defamation case ,['hate.speech'],0.0,0.0
rt @bbcbreaking: two people arrested after french president emmanuel macron slapped in the face ,['hate.speech'],0.0,0.0
carey mulligan and zoe kazan to play harvey weinstein reporters in new film ,['hate.speech'],0.13636363636363635,0.45454545454545453
"intelligence agency warnings failed to reach police, senate report into us capitol riot says ",['hate.speech'],-0.5,0.3
france president emmanuel macron slapped in the face ,['hate.speech'],0.0,0.0
could this be california's worst year for drought? ,['neutral'],-1.0,1.0
more than 800 suspected criminals have been arrested worldwide after being tricked into using an fbi-run encrypted ,['neutral'],0.5,0.5
the wanted man who accidentally helped fbi get in criminals' pockets ,['hate.speech'],0.0,0.0
family describes wedding tragedy as pakistan train accident death toll rises ,['hate.speech'],0.0,0.0
rt @bbcnews: shackled skeleton find 'evidence of roman slavery' ,['hate.speech'],0.0,0.0
"the right-wing candidate in peru's presidential election alleges ""signs of fraud"" as she falls behind in count ",['hate.speech'],-0.4,0.7
the second wave of covid-19 ravaged india and experts believe the number of deaths in rural areas is much higher th ,['neutral'],0.08333333333333333,0.16666666666666666
el salvador woman sentenced to 30 years in prison accused of terminating her pregnancy is freed ,['hate.speech'],0.0,0.0
"rt @bbcnews: portugal is now on the amber list but what does that mean?",['hate.speech'],-0.3125,0.6875
rt @bbcnews: woman saves twin sister by punching crocodile in the face ,['hate.speech'],0.0,0.0
ex-president of paris-descartes university charged over scandal in which bodies donated for research were left pile ,['hate.speech'],0.0,0.0
the new york farm helping young people into work ,['hate.speech'],0.11818181818181818,0.42727272727272725
"rt @bbcbreaking: number of major government and media websites currently not working, including guardian, ft, independent and new york time",['neutral'],0.04971590909090909,0.3698863636363636
"hollywood has turned a corner for women, kate winslet says ",['neutral'],0.0,0.0
former president of the united states bill clinton and author james patterson have written a sequel to their bestse ,['hate.speech'],0.0,0.0
why bill clinton wants to rule the literary world ,['hate.speech'],0.15000000000000002,0.1
the 'missing' covid-19 deaths in rural india ,['hate.speech'],-0.1,0.025
"time for a snooze    wandering elephants take well deserved rest during china migration ",['neutral'],0.0,0.0
muslim family in canada killed in 'premeditated' truck attack ,['hate.speech'],-0.2,0.0
hundreds of suspects in 18 countries arrested after unknowingly using fbi-run app which tracked their messages in are ,['neutral'],0.0,0.0
"china exempt from apple's ios15 ""private relay"" privacy feature ",['neutral'],0.0,0.375
rt @bbcworld: donald trump calls bitcoin 'a scam against the dollar' ,['hate.speech'],0.0,0.0
rt @bbcworld: scientists say new dinosaur species is largest found in australia ,['neutral'],0.13636363636363635,0.45454545454545453
hundreds arrested in massive global crime sting using fbi-designed app ,['neutral'],0.0,0.5
un court to rule on former bosnian serb commander ratko mladic's appeal against his genocide conviction ,['neutral'],0.0,0.0
"three cars collapse into sinkhole in jerusalem hospital car park ",['hate.speech'],0.0,0.0
unicef asks g7 countries to donate covid jabs now or risk wasting them ,['neutral'],0.0,0.0
eighteen dead in india chemical plant fire ,['hate.speech'],-0.2,0.4
an0m: hundreds arrested in massive global crime sting ,['neutral'],0.0,0.5
"amazon-dwellers lived sustainably for 5,000 years ",['hate.speech'],0.0,0.0
donald trump calls bitcoin 'a scam against the dollar' ,['hate.speech'],0.0,0.0
scientists say new dinosaur species is largest found in australia ,['neutral'],0.13636363636363635,0.45454545454545453
ethiopian elections 2021: fact-checking abiy's record ,['neutral'],0.0,0.0
tb joshua: the nigerian outsider who became a global televangelist star ,['hate.speech'],0.0,0.0
myanmar: the mysterious deaths of the nld party officials ,['hate.speech'],0.0,1.0
canada family mown down 'because of their islamic faith' ,['hate.speech'],-0.15555555555555559,0.2888888888888889
"mona lisa replica set to fetch up to 300,000 at auction ",['neutral'],0.0,0.0
"rt @bbcnews: father who has worn fancy dress outfits to online meetings during the pandemic is preparing to put on his 100th costume https",['hate.speech'],0.0,0.0
"muslim family killed in 'premeditated' truck attack in canada ",['hate.speech'],-0.2,0.0
"us recovers most of colonial pipeline ransom",['hate.speech'],0.5,0.5
"""there are stories yet that haven't been heard""residential-school survivor geraldine lee shingoose says ""the worl ",['hate.speech'],0.0,0.0
"organism survives 24,000 years frozen in siberia",['hate.speech'],0.0,0.0
apple continues privacy war with app tracker reports ,['neutral'],0.0,0.0
first new alzheimer treatment in 20 years approved ,['neutral'],0.19318181818181818,0.3939393939393939
"two passenger trains in southern pakistan have collided, killing 40 people and injuring dozens ",['hate.speech'],0.0,0.0
rt @bbcnews: airline bosses demand uk-us travel 'corridor' ,['hate.speech'],0.0,0.0
"scientists reporting what they say is the longest underwater avalanche yet measured in action",['hate.speech'],0.1,0.1
what is kamala harris doing on her first foreign visit? ,['hate.speech'],0.0625,0.22916666666666666
three cars collapse into sinkhole in israel ,['hate.speech'],0.0,0.0
"rt @bbcworld: greece's popular tourist islands are planning to lure back visitors by vaccinating all local residents, to create ""covid-free",['neutral'],0.19999999999999998,0.3
rt @bbcearth: these scientists are on a quest to spot asteroids before they hit earth.  ,['hate.speech'],0.0,0.0
man who killed indigenous woman by throwing metal object from moving car given eight-year prison term by canadian c ,['hate.speech'],-0.2,0.0
germany to ship army beer home from afghanistan ,['neutral'],0.0,0.0
iaea urges iran to explain uranium particles at undeclared sites ,['neutral'],0.0,0.0
"rt @bbcbreaking: first new treatment for alzheimer's disease for nearly 20 years, aducanumab, approved by regulators in the us
",['neutral'],0.1621212121212121,0.395959595959596
"statue of egerton ryerson, deemed one of the architects of canada's controversial residential school system, topple ",['hate.speech'],0.55,0.95
google fined 220m in france for abusing its advertising power ,['neutral'],0.0,0.0
"ukraine's new football kit, showing map including russian-annexed crimea, provokes anger in moscow ",['neutral'],-0.2818181818181818,0.32727272727272727
"apple employees rally against plan for widespread return to the office, according to reports ",['neutral'],0.0,0.0
d-day anniversary: fundraising veteran sees grand opening of memorial ,['neutral'],0.25,0.5
"us and eu call for investigation into ""shocking"" claims of sexual harassment and rape of afghan policewomen ",['neutral'],-0.25,0.9166666666666667
"greece's popular tourist islands are planning to lure back visitors by vaccinating all local residents, to create "" ",['neutral'],0.19999999999999998,0.3
jeff bezos and brother to fly to space in blue origin flight ,['hate.speech'],0.4,0.5
logan paul v floyd mayweather: youtuber goes distance in exhibition fight with former champion ,['hate.speech'],0.0,0.0
"chinese birth-control policy could cut millions of uyghur births, report finds ",['hate.speech'],0.0,0.0
prince harry and meghan: california residents react to birth of royal baby girl ,['hate.speech'],0.0,0.0
"rt @bbcbreaking: body of baby found washed up on norway's coast in january was child who drowned in english channel in october, say police",['hate.speech'],-0.05,0.05
remains of missing kurdish-iranian baby found in norway ,['hate.speech'],-0.2,0.05
"rt @bbcbreaking: double child killer who was the first murderer to be convicted using dna evidence can be released, parole board confirms",['hate.speech'],0.125,0.16666666666666666
"baby girl dies after dog attack at house in county waterford, ireland ",['hate.speech'],0.0,0.0
the rolling stones and tom jones call for streaming reforms ,['hate.speech'],0.0,0.0
"two arrested after shooting of californian boy, aged 6 ",['hate.speech'],-0.1,0.4
pakistan train cash: footage shows collision aftermath ,['hate.speech'],0.0,0.0
"right-wing candidate keiko fujimori has narrow lead over left-wing pedro castillo in peru's presidential election, ",['hate.speech'],-0.2,0.4
egerton ryerson statue toppled in canada  in protest over discovery of mass grave of 215 indigenous children at a ,['neutral'],0.0,0.0
ukraine conflict: the couple that's survived seven years of war ,['hate.speech'],0.0,0.0
clarence williams iii: tributes paid to late star of purple rain and the mod squad ,['hate.speech'],-0.04999999999999999,0.5
major indian states that were virus hotpots ease restrictions as covid case continue to fall ,['neutral'],0.0625,0.5
logan paul v floyd mayweather: youtuber goes distance in exhibition fight with former champion ,['hate.speech'],0.0,0.0
social media account for chinese e-commerce app xiaohongshu blocked after post on tiananmen square anniversary ,['neutral'],0.016666666666666666,0.03333333333333333
the cheetah is returning to india ,['neutral'],0.0,0.0
australia expands money laundering probe into casinos ,['hate.speech'],0.0,0.0
"why kim jong-un is waging war on slang, jeans and foreign films ",['neutral'],-0.125,0.125
greece's islands aim to go 'covid-free' to welcome back tourists ,['neutral'],0.4,0.45
queen 'delighted' after harry and meghan announce birth of baby girl ,['hate.speech'],0.7,0.7
g7: biden calls for nations to boost their economies ,['neutral'],0.0,0.0
ukraine's euro 2020 football kit provokes outrage in russia ,['hate.speech'],0.0,0.0
"pubs, restaurants and gyms reopen in republic of ireland ",['hate.speech'],0.0,0.0
